,data,labels,counterfactual_data,var_0,counter_var_0,var_1,counter_var_1,aux_0,counter_aux_0,CF_Label_0,CF_FN_0,CF_Label_1,CF_FN_1
1184,114 61 85 31 113,3,114 37 75 8 113,3,8,0,8,16,6,11,var_0 counter_var_1 +,8,counter_var_0 var_1 +
1185,114 13 64 66 113,17,114 46 99 92 113,13,17,4,30,18,7,43,var_0 counter_var_1 +,21,counter_var_0 var_1 +
1186,114 82 33 14 113,38,114 0 104 4 113,24,0,14,4,10,12,28,var_0 counter_var_1 +,14,counter_var_0 var_1 +
1187,114 84 69 104 113,37,114 82 76 54 113,26,24,11,23,0,7,49,var_0 counter_var_1 +,35,counter_var_0 var_1 +
1188,114 48 44 41 113,29,114 37 46 87 113,19,8,10,25,21,0,44,var_0 counter_var_1 +,18,counter_var_0 var_1 +
1189,114 66 105 111 113,26,114 104 77 69 113,8,17,18,7,13,8,15,var_0 counter_var_1 +,35,counter_var_0 var_1 +
1190,114 70 11 6 113,18,114 101 45 103 113,12,14,6,10,11,22,22,var_0 counter_var_1 +,20,counter_var_0 var_1 +
1191,114 99 26 25 113,37,114 100 112 13 113,12,13,25,13,3,20,25,var_0 counter_var_1 +,38,counter_var_0 var_1 +
1192,114 110 105 111 113,41,114 39 102 45 113,23,10,18,14,13,10,37,var_0 counter_var_1 +,28,counter_var_0 var_1 +
1193,114 94 95 109 113,23,114 8 53 68 113,7,8,16,6,3,7,13,var_0 counter_var_1 +,24,counter_var_0 var_1 +
1194,114 18 94 96 113,21,114 53 50 27 113,18,24,3,27,2,4,45,var_0 counter_var_1 +,27,counter_var_0 var_1 +
1195,114 50 67 80 113,39,114 59 107 28 113,21,1,18,28,21,15,49,var_0 counter_var_1 +,19,counter_var_0 var_1 +
1196,114 44 53 68 113,21,114 38 19 15 113,15,9,6,15,7,19,30,var_0 counter_var_1 +,15,counter_var_0 var_1 +
1197,114 62 56 5 113,9,114 67 16 21 113,4,9,5,21,10,16,25,var_0 counter_var_1 +,14,counter_var_0 var_1 +
1198,114 61 90 102 113,12,114 61 23 98 113,3,3,9,5,21,0,8,var_0 counter_var_1 +,12,counter_var_0 var_1 +
1199,114 37 45 103 113,18,114 42 37 110 113,8,13,10,17,22,14,25,var_0 counter_var_1 +,23,counter_var_0 var_1 +
1200,114 25 1 0 113,25,114 27 36 19 113,25,27,0,19,1,13,44,var_0 counter_var_1 +,27,counter_var_0 var_1 +
1201,114 58 90 102 113,9,114 102 14 33 113,0,15,9,2,21,14,2,var_0 counter_var_1 +,24,counter_var_0 var_1 +
1202,114 86 21 49 113,46,114 60 9 70 113,28,2,18,8,21,9,36,var_0 counter_var_1 +,20,counter_var_0 var_1 +
1203,114 106 20 50 113,38,114 83 80 48 113,19,25,19,17,20,11,36,var_0 counter_var_1 +,44,counter_var_0 var_1 +
1204,114 98 47 93 113,11,114 19 34 47 113,11,19,0,16,1,11,27,var_0 counter_var_1 +,19,counter_var_0 var_1 +
1205,114 0 99 92 113,30,114 81 7 22 113,0,23,30,22,7,7,22,var_0 counter_var_1 +,53,counter_var_0 var_1 +
1206,114 94 20 50 113,26,114 42 79 58 113,7,13,19,27,20,10,34,var_0 counter_var_1 +,32,counter_var_0 var_1 +
1207,114 27 0 38 113,34,114 97 3 86 113,27,10,7,24,0,3,51,var_0 counter_var_1 +,17,counter_var_0 var_1 +
1208,114 61 83 3 113,6,114 71 5 24 113,3,13,3,24,14,5,27,var_0 counter_var_1 +,16,counter_var_0 var_1 +
1209,114 109 22 12 113,34,114 8 26 25 113,22,8,12,25,22,3,47,var_0 counter_var_1 +,20,counter_var_0 var_1 +
1210,114 51 49 32 113,23,114 53 3 86 113,22,24,1,24,3,3,46,var_0 counter_var_1 +,25,counter_var_0 var_1 +
1211,114 89 56 5 113,7,114 9 24 35 113,2,9,5,4,10,1,6,var_0 counter_var_1 +,14,counter_var_0 var_1 +
1212,114 25 4 78 113,41,114 100 42 46 113,25,13,16,15,4,19,40,var_0 counter_var_1 +,29,counter_var_0 var_1 +
1213,114 47 49 32 113,19,114 47 84 44 113,18,18,1,13,3,15,31,var_0 counter_var_1 +,19,counter_var_0 var_1 +
1214,114 94 71 100 113,14,114 74 66 88 113,7,16,7,26,2,20,33,var_0 counter_var_1 +,23,counter_var_0 var_1 +
1215,114 68 84 44 113,23,114 76 27 101 113,10,18,13,8,15,4,18,var_0 counter_var_1 +,31,counter_var_0 var_1 +
1216,114 96 98 74 113,21,114 0 101 39 113,9,0,12,8,6,9,17,var_0 counter_var_1 +,12,counter_var_0 var_1 +
1217,114 26 76 54 113,49,114 25 55 10 113,26,25,23,10,7,9,36,var_0 counter_var_1 +,48,counter_var_0 var_1 +
1218,114 76 32 1 113,19,114 51 90 102 113,18,22,1,9,9,21,27,var_0 counter_var_1 +,23,counter_var_0 var_1 +
1219,114 52 0 38 113,30,114 14 42 46 113,23,14,7,15,0,19,38,var_0 counter_var_1 +,21,counter_var_0 var_1 +
1220,114 43 22 12 113,26,114 34 80 48 113,14,5,12,17,22,11,31,var_0 counter_var_1 +,17,counter_var_0 var_1 +
1221,114 99 50 27 113,39,114 26 25 20 113,12,26,27,20,4,2,32,var_0 counter_var_1 +,53,counter_var_0 var_1 +
1222,114 23 74 91 113,52,114 46 6 64 113,23,17,29,2,5,6,25,var_0 counter_var_1 +,46,counter_var_0 var_1 +
1223,114 78 102 45 113,34,114 6 50 27 113,20,6,14,27,10,4,47,var_0 counter_var_1 +,20,counter_var_0 var_1 +
1224,114 32 38 59 113,31,114 91 79 58 113,3,4,28,27,15,10,30,var_0 counter_var_1 +,32,counter_var_0 var_1 +
1225,114 18 14 33 113,20,114 70 30 99 113,18,12,2,6,14,7,24,var_0 counter_var_1 +,14,counter_var_0 var_1 +
1226,114 0 52 9 113,9,114 8 80 48 113,0,8,9,17,6,11,17,var_0 counter_var_1 +,17,counter_var_0 var_1 +
1227,114 19 95 109 113,35,114 66 49 32 113,19,8,16,1,3,3,20,var_0 counter_var_1 +,24,counter_var_0 var_1 +
1228,114 101 78 107 113,28,114 79 110 108 113,14,21,14,15,9,18,29,var_0 counter_var_1 +,35,counter_var_0 var_1 +
1229,114 33 48 95 113,6,114 17 55 10 113,4,17,2,10,2,9,14,var_0 counter_var_1 +,19,counter_var_0 var_1 +
1230,114 84 78 107 113,40,114 95 64 66 113,26,8,14,4,9,18,30,var_0 counter_var_1 +,22,counter_var_0 var_1 +
1231,114 83 88 16 113,41,114 75 63 26 113,25,17,16,26,19,17,51,var_0 counter_var_1 +,33,counter_var_0 var_1 +
1232,114 92 73 73 113,16,114 62 72 81 113,5,4,11,19,4,3,24,var_0 counter_var_1 +,15,counter_var_0 var_1 +
1233,114 87 37 110 113,17,114 64 78 107 113,0,6,17,14,14,9,14,var_0 counter_var_1 +,23,counter_var_0 var_1 +
1234,114 52 96 7 113,30,114 15 21 49 113,23,15,7,18,4,21,41,var_0 counter_var_1 +,22,counter_var_0 var_1 +
1235,114 20 98 74 113,32,114 43 90 102 113,20,14,12,9,6,21,29,var_0 counter_var_1 +,26,counter_var_0 var_1 +
1236,114 33 69 104 113,15,114 106 50 27 113,4,19,11,27,0,4,31,var_0 counter_var_1 +,30,counter_var_0 var_1 +
1237,114 25 27 101 113,33,114 26 24 35 113,25,26,8,4,4,1,29,var_0 counter_var_1 +,34,counter_var_0 var_1 +
1238,114 23 42 46 113,38,114 29 14 33 113,23,0,15,2,19,14,25,var_0 counter_var_1 +,15,counter_var_0 var_1 +
1239,114 77 78 107 113,33,114 75 71 100 113,19,17,14,7,9,2,26,var_0 counter_var_1 +,31,counter_var_0 var_1 +
1240,114 31 94 96 113,5,114 72 72 81 113,2,14,3,19,2,3,21,var_0 counter_var_1 +,17,counter_var_0 var_1 +
1241,114 13 57 97 113,17,114 52 112 13 113,13,23,4,13,11,20,26,var_0 counter_var_1 +,27,counter_var_0 var_1 +
1242,114 3 52 9 113,12,114 72 91 106 113,3,14,9,13,6,22,16,var_0 counter_var_1 +,23,counter_var_0 var_1 +
1243,114 29 103 61 113,30,114 80 77 69 113,0,22,30,7,11,8,7,var_0 counter_var_1 +,52,counter_var_0 var_1 +
1244,114 6 59 30 113,36,114 46 72 81 113,6,17,30,19,13,3,25,var_0 counter_var_1 +,47,counter_var_0 var_1 +
1245,114 88 90 102 113,10,114 23 74 91 113,1,23,9,29,21,5,30,var_0 counter_var_1 +,32,counter_var_0 var_1 +
1246,114 79 109 65 113,24,114 13 23 98 113,21,13,3,5,17,0,26,var_0 counter_var_1 +,16,counter_var_0 var_1 +
1247,114 32 36 19 113,22,114 40 108 85 113,3,11,19,23,13,16,26,var_0 counter_var_1 +,30,counter_var_0 var_1 +
1248,114 71 85 31 113,13,114 94 47 93 113,13,7,0,0,16,1,13,var_0 counter_var_1 +,7,counter_var_0 var_1 +
1249,114 78 37 110 113,37,114 111 3 86 113,20,24,17,24,14,3,44,var_0 counter_var_1 +,41,counter_var_0 var_1 +
1250,114 41 24 35 113,16,114 10 86 94 113,12,10,4,1,1,17,13,var_0 counter_var_1 +,14,counter_var_0 var_1 +
1251,114 9 95 109 113,25,114 12 27 101 113,9,12,16,8,3,4,17,var_0 counter_var_1 +,28,counter_var_0 var_1 +
1252,114 86 86 94 113,29,114 34 100 75 113,28,5,1,13,17,8,41,var_0 counter_var_1 +,6,counter_var_0 var_1 +
1253,114 27 25 20 113,47,114 97 111 79 113,27,10,20,17,2,19,44,var_0 counter_var_1 +,30,counter_var_0 var_1 +
1254,114 30 15 62 113,1,114 94 28 55 113,1,7,0,24,15,5,25,var_0 counter_var_1 +,7,counter_var_0 var_1 +
1255,114 14 108 85 113,37,114 12 112 13 113,14,12,23,13,16,20,27,var_0 counter_var_1 +,35,counter_var_0 var_1 +
1256,114 73 109 65 113,18,114 73 11 6 113,15,15,3,6,17,11,21,var_0 counter_var_1 +,18,counter_var_0 var_1 +
1257,114 1 99 92 113,31,114 110 76 54 113,1,23,30,23,7,7,24,var_0 counter_var_1 +,53,counter_var_0 var_1 +
1258,114 108 110 108 113,36,114 82 15 62 113,21,24,15,0,18,15,21,var_0 counter_var_1 +,39,counter_var_0 var_1 +
1259,114 97 103 61 113,40,114 29 21 49 113,10,0,30,18,11,21,28,var_0 counter_var_1 +,30,counter_var_0 var_1 +
1260,114 55 28 55 113,50,114 47 26 25 113,26,18,24,25,5,3,51,var_0 counter_var_1 +,42,counter_var_0 var_1 +
1261,114 59 50 27 113,28,114 106 82 90 113,1,19,27,28,4,13,29,var_0 counter_var_1 +,46,counter_var_0 var_1 +
1262,114 87 53 68 113,6,114 45 41 34 113,0,16,6,3,7,18,3,var_0 counter_var_1 +,22,counter_var_0 var_1 +
1263,114 35 10 11 113,17,114 13 50 27 113,6,13,11,27,10,4,33,var_0 counter_var_1 +,24,counter_var_0 var_1 +
1264,114 21 101 39 113,29,114 82 6 64 113,21,24,8,2,9,6,23,var_0 counter_var_1 +,32,counter_var_0 var_1 +
1265,114 19 87 60 113,48,114 110 58 2 113,19,23,29,2,18,12,21,var_0 counter_var_1 +,52,counter_var_0 var_1 +
1266,114 78 47 93 113,20,114 18 93 105 113,20,18,0,12,1,1,32,var_0 counter_var_1 +,18,counter_var_0 var_1 +
1267,114 23 66 88 113,49,114 87 59 30 113,23,0,26,30,20,13,53,var_0 counter_var_1 +,26,counter_var_0 var_1 +
1268,114 83 16 21 113,46,114 38 21 49 113,25,9,21,18,16,21,43,var_0 counter_var_1 +,30,counter_var_0 var_1 +
1269,114 65 50 27 113,34,114 72 71 100 113,7,14,27,7,4,2,14,var_0 counter_var_1 +,41,counter_var_0 var_1 +
1270,114 16 109 65 113,19,114 38 49 32 113,16,9,3,1,17,3,17,var_0 counter_var_1 +,12,counter_var_0 var_1 +
1271,114 18 42 46 113,33,114 28 81 52 113,18,28,15,21,19,12,39,var_0 counter_var_1 +,43,counter_var_0 var_1 +
1272,114 31 38 59 113,30,114 95 88 16 113,2,8,28,16,15,19,18,var_0 counter_var_1 +,36,counter_var_0 var_1 +
1273,114 95 37 110 113,25,114 69 111 79 113,8,11,17,17,14,19,25,var_0 counter_var_1 +,28,counter_var_0 var_1 +
1274,114 55 51 42 113,37,114 89 78 107 113,26,2,11,14,5,9,40,var_0 counter_var_1 +,13,counter_var_0 var_1 +
1275,114 107 48 95 113,22,114 10 58 2 113,20,10,2,2,2,12,22,var_0 counter_var_1 +,12,counter_var_0 var_1 +
1276,114 3 8 57 113,29,114 108 18 72 113,3,21,26,10,8,18,13,var_0 counter_var_1 +,47,counter_var_0 var_1 +
1277,114 85 36 19 113,46,114 17 24 35 113,27,17,19,4,13,1,31,var_0 counter_var_1 +,36,counter_var_0 var_1 +
1278,114 65 101 39 113,15,114 102 20 50 113,7,15,8,19,9,20,26,var_0 counter_var_1 +,23,counter_var_0 var_1 +
1279,114 110 20 50 113,42,114 66 58 2 113,23,8,19,2,20,12,25,var_0 counter_var_1 +,27,counter_var_0 var_1 +
1280,114 68 66 88 113,36,114 21 108 85 113,10,21,26,23,20,16,33,var_0 counter_var_1 +,47,counter_var_0 var_1 +
1281,114 68 33 14 113,24,114 19 72 81 113,10,19,14,19,10,3,29,var_0 counter_var_1 +,33,counter_var_0 var_1 +
1282,114 1 73 73 113,12,114 45 44 41 113,1,16,11,10,4,21,11,var_0 counter_var_1 +,27,counter_var_0 var_1 +
1283,114 72 79 58 113,41,114 38 5 24 113,14,9,27,24,10,5,38,var_0 counter_var_1 +,36,counter_var_0 var_1 +
1284,114 3 46 87 113,28,114 90 15 62 113,3,3,25,0,0,15,3,var_0 counter_var_1 +,28,counter_var_0 var_1 +
1285,114 66 53 68 113,14,114 21 103 61 113,8,21,6,30,7,11,38,var_0 counter_var_1 +,27,counter_var_0 var_1 +
1286,114 87 81 52 113,21,114 94 8 57 113,0,7,21,26,12,8,26,var_0 counter_var_1 +,28,counter_var_0 var_1 +
1287,114 66 47 93 113,8,114 2 10 11 113,8,2,0,11,1,10,19,var_0 counter_var_1 +,2,counter_var_0 var_1 +
1288,114 75 50 27 113,44,114 58 62 43 113,17,0,27,12,4,16,29,var_0 counter_var_1 +,27,counter_var_0 var_1 +
1289,114 52 44 41 113,33,114 36 85 31 113,23,7,10,0,21,16,23,var_0 counter_var_1 +,17,counter_var_0 var_1 +
1290,114 7 28 55 113,31,114 75 11 6 113,7,17,24,6,5,11,13,var_0 counter_var_1 +,41,counter_var_0 var_1 +
1291,114 91 93 105 113,16,114 0 29 17 113,4,0,12,17,1,6,21,var_0 counter_var_1 +,12,counter_var_0 var_1 +
1292,114 100 51 42 113,24,114 38 45 103 113,13,9,11,10,5,22,23,var_0 counter_var_1 +,20,counter_var_0 var_1 +
1293,114 31 3 86 113,26,114 14 56 5 113,2,14,24,5,3,10,7,var_0 counter_var_1 +,38,counter_var_0 var_1 +
1294,114 83 19 15 113,40,114 33 29 17 113,25,4,15,17,19,6,42,var_0 counter_var_1 +,19,counter_var_0 var_1 +
1295,114 77 62 43 113,31,114 53 85 31 113,19,24,12,0,16,16,19,var_0 counter_var_1 +,36,counter_var_0 var_1 +
1296,114 56 44 41 113,37,114 99 33 14 113,27,12,10,14,21,10,41,var_0 counter_var_1 +,22,counter_var_0 var_1 +
1297,114 84 70 77 113,41,114 68 30 99 113,26,10,15,6,1,7,32,var_0 counter_var_1 +,25,counter_var_0 var_1 +
1298,114 101 95 109 113,30,114 4 29 17 113,14,4,16,17,3,6,31,var_0 counter_var_1 +,20,counter_var_0 var_1 +
1299,114 95 65 67 113,13,114 62 51 42 113,8,4,5,11,19,5,19,var_0 counter_var_1 +,9,counter_var_0 var_1 +
1300,114 104 106 56 113,42,114 7 81 52 113,17,7,25,21,14,12,38,var_0 counter_var_1 +,32,counter_var_0 var_1 +
1301,114 23 18 72 113,33,114 14 111 79 113,23,14,10,17,18,19,40,var_0 counter_var_1 +,24,counter_var_0 var_1 +
1302,114 108 53 68 113,27,114 75 29 17 113,21,17,6,17,7,6,38,var_0 counter_var_1 +,23,counter_var_0 var_1 +
1303,114 35 79 58 113,33,114 91 29 17 113,6,4,27,17,10,6,23,var_0 counter_var_1 +,31,counter_var_0 var_1 +
1304,114 28 88 16 113,44,114 4 1 0 113,28,4,16,0,19,1,28,var_0 counter_var_1 +,20,counter_var_0 var_1 +
1305,114 29 8 57 113,26,114 2 70 77 113,0,2,26,15,8,1,15,var_0 counter_var_1 +,28,counter_var_0 var_1 +
1306,114 109 112 13 113,35,114 97 7 22 113,22,10,13,22,20,7,44,var_0 counter_var_1 +,23,counter_var_0 var_1 +
1307,114 92 44 41 113,15,114 88 16 21 113,5,1,10,21,21,16,26,var_0 counter_var_1 +,11,counter_var_0 var_1 +
1308,114 44 107 28 113,43,114 6 36 19 113,15,6,28,19,15,13,34,var_0 counter_var_1 +,34,counter_var_0 var_1 +
1309,114 43 42 46 113,29,114 10 12 83 113,14,10,15,21,19,12,35,var_0 counter_var_1 +,25,counter_var_0 var_1 +
1310,114 51 99 92 113,52,114 52 107 28 113,22,23,30,28,7,15,50,var_0 counter_var_1 +,53,counter_var_0 var_1 +
1311,114 53 66 88 113,50,114 49 85 31 113,24,20,26,0,20,16,24,var_0 counter_var_1 +,46,counter_var_0 var_1 +
1312,114 12 63 26 113,38,114 63 44 41 113,12,5,26,10,17,21,22,var_0 counter_var_1 +,31,counter_var_0 var_1 +
1313,114 27 74 91 113,56,114 48 76 54 113,27,19,29,23,5,7,50,var_0 counter_var_1 +,48,counter_var_0 var_1 +
1314,114 42 105 111 113,31,114 105 75 8 113,13,18,18,8,13,6,21,var_0 counter_var_1 +,36,counter_var_0 var_1 +
1315,114 85 61 89 113,54,114 23 48 95 113,27,23,27,2,15,2,29,var_0 counter_var_1 +,50,counter_var_0 var_1 +
1316,114 70 55 10 113,22,114 9 66 88 113,12,9,10,26,9,20,38,var_0 counter_var_1 +,19,counter_var_0 var_1 +
1317,114 71 9 70 113,21,114 41 61 89 113,13,12,8,27,9,15,40,var_0 counter_var_1 +,20,counter_var_0 var_1 +
1318,114 67 104 4 113,13,114 112 26 25 113,9,25,4,25,12,3,34,var_0 counter_var_1 +,29,counter_var_0 var_1 +
1319,114 82 82 90 113,52,114 111 50 27 113,24,24,28,27,13,4,51,var_0 counter_var_1 +,52,counter_var_0 var_1 +
1320,114 103 111 79 113,33,114 92 45 103 113,16,5,17,10,19,22,26,var_0 counter_var_1 +,22,counter_var_0 var_1 +
1321,114 108 33 14 113,35,114 83 83 3 113,21,25,14,3,10,14,24,var_0 counter_var_1 +,39,counter_var_0 var_1 +
1322,114 98 7 22 113,33,114 63 14 33 113,11,5,22,2,7,14,13,var_0 counter_var_1 +,27,counter_var_0 var_1 +
1323,114 105 6 64 113,20,114 67 69 104 113,18,9,2,11,6,0,29,var_0 counter_var_1 +,11,counter_var_0 var_1 +
1324,114 88 110 108 113,16,114 69 39 36 113,1,11,15,5,18,16,6,var_0 counter_var_1 +,26,counter_var_0 var_1 +
1325,114 19 32 1 113,20,114 104 96 7 113,19,17,1,7,9,4,26,var_0 counter_var_1 +,18,counter_var_0 var_1 +
1326,114 105 53 68 113,24,114 90 6 64 113,18,3,6,2,7,6,20,var_0 counter_var_1 +,9,counter_var_0 var_1 +
1327,114 45 78 107 113,30,114 28 78 107 113,16,28,14,14,9,9,30,var_0 counter_var_1 +,42,counter_var_0 var_1 +
1328,114 57 80 48 113,45,114 42 33 14 113,28,13,17,14,11,10,42,var_0 counter_var_1 +,30,counter_var_0 var_1 +
1329,114 92 80 48 113,22,114 73 58 2 113,5,15,17,2,11,12,7,var_0 counter_var_1 +,32,counter_var_0 var_1 +
1330,114 64 102 45 113,20,114 60 41 34 113,6,2,14,3,10,18,9,var_0 counter_var_1 +,16,counter_var_0 var_1 +
1331,114 21 96 7 113,28,114 84 81 52 113,21,26,7,21,4,12,42,var_0 counter_var_1 +,33,counter_var_0 var_1 +
1332,114 71 41 34 113,16,114 52 68 71 113,13,23,3,9,18,22,22,var_0 counter_var_1 +,26,counter_var_0 var_1 +
1333,114 36 48 95 113,9,114 66 80 48 113,7,8,2,17,2,11,24,var_0 counter_var_1 +,10,counter_var_0 var_1 +
1334,114 63 71 100 113,12,114 57 25 20 113,5,28,7,20,2,2,25,var_0 counter_var_1 +,35,counter_var_0 var_1 +
1335,114 95 108 85 113,31,114 19 7 22 113,8,19,23,22,16,7,30,var_0 counter_var_1 +,42,counter_var_0 var_1 +
1336,114 105 44 41 113,28,114 11 90 102 113,18,11,10,9,21,21,27,var_0 counter_var_1 +,21,counter_var_0 var_1 +
1337,114 63 108 85 113,28,114 5 42 46 113,5,5,23,15,16,19,20,var_0 counter_var_1 +,28,counter_var_0 var_1 +
1338,114 6 13 18 113,24,114 45 109 65 113,6,16,18,3,13,17,9,var_0 counter_var_1 +,34,counter_var_0 var_1 +
1339,114 81 62 43 113,35,114 48 103 61 113,23,19,12,30,16,11,53,var_0 counter_var_1 +,31,counter_var_0 var_1 +
1340,114 49 42 46 113,35,114 105 102 45 113,20,18,15,14,19,10,34,var_0 counter_var_1 +,33,counter_var_0 var_1 +
1341,114 72 8 57 113,40,114 6 12 83 113,14,6,26,21,8,12,35,var_0 counter_var_1 +,32,counter_var_0 var_1 +
1342,114 66 42 46 113,23,114 24 35 37 113,8,24,15,6,19,12,14,var_0 counter_var_1 +,39,counter_var_0 var_1 +
1343,114 46 6 64 113,19,114 42 77 69 113,17,13,2,7,6,8,24,var_0 counter_var_1 +,15,counter_var_0 var_1 +
1344,114 52 89 29 113,52,114 88 91 106 113,23,1,29,13,20,22,36,var_0 counter_var_1 +,30,counter_var_0 var_1 +
1345,114 16 9 70 113,24,114 14 95 109 113,16,14,8,16,9,3,32,var_0 counter_var_1 +,22,counter_var_0 var_1 +
1346,114 33 59 30 113,34,114 80 18 72 113,4,22,30,10,13,18,14,var_0 counter_var_1 +,52,counter_var_0 var_1 +
1347,114 60 38 59 113,30,114 42 89 29 113,2,13,28,29,15,20,31,var_0 counter_var_1 +,41,counter_var_0 var_1 +
1348,114 33 1 0 113,4,114 31 89 29 113,4,2,0,29,1,20,33,var_0 counter_var_1 +,2,counter_var_0 var_1 +
1349,114 100 91 106 113,26,114 77 85 31 113,13,19,13,0,22,16,13,var_0 counter_var_1 +,32,counter_var_0 var_1 +
1350,114 23 100 75 113,36,114 9 42 46 113,23,9,13,15,8,19,38,var_0 counter_var_1 +,22,counter_var_0 var_1 +
1351,114 102 9 70 113,23,114 87 111 79 113,15,0,8,17,9,19,32,var_0 counter_var_1 +,8,counter_var_0 var_1 +
1352,114 35 8 57 113,32,114 29 76 54 113,6,0,26,23,8,7,29,var_0 counter_var_1 +,26,counter_var_0 var_1 +
1353,114 6 8 57 113,32,114 63 24 35 113,6,5,26,4,8,1,10,var_0 counter_var_1 +,31,counter_var_0 var_1 +
1354,114 8 92 51 113,28,114 63 103 61 113,8,5,20,30,0,11,38,var_0 counter_var_1 +,25,counter_var_0 var_1 +
1355,114 80 42 46 113,37,114 29 103 61 113,22,0,15,30,19,11,52,var_0 counter_var_1 +,15,counter_var_0 var_1 +
1356,114 41 23 98 113,17,114 0 105 111 113,12,0,5,18,0,13,30,var_0 counter_var_1 +,5,counter_var_0 var_1 +
1357,114 110 89 29 113,52,114 56 79 58 113,23,27,29,27,20,10,50,var_0 counter_var_1 +,56,counter_var_0 var_1 +
1358,114 76 76 54 113,41,114 44 40 76 113,18,15,23,14,7,17,32,var_0 counter_var_1 +,38,counter_var_0 var_1 +
1359,114 93 9 70 113,14,114 66 81 52 113,6,8,8,21,9,12,27,var_0 counter_var_1 +,16,counter_var_0 var_1 +
1360,114 18 29 17 113,35,114 58 22 12 113,18,0,17,12,6,22,30,var_0 counter_var_1 +,17,counter_var_0 var_1 +
1361,114 73 36 19 113,34,114 68 3 86 113,15,10,19,24,13,3,39,var_0 counter_var_1 +,29,counter_var_0 var_1 +
1362,114 61 3 86 113,27,114 17 17 112 113,3,17,24,19,3,17,22,var_0 counter_var_1 +,41,counter_var_0 var_1 +
1363,114 59 5 24 113,25,114 35 75 8 113,1,6,24,8,5,6,9,var_0 counter_var_1 +,30,counter_var_0 var_1 +
1364,114 45 76 54 113,39,114 20 88 16 113,16,20,23,16,7,19,32,var_0 counter_var_1 +,43,counter_var_0 var_1 +
1365,114 20 30 99 113,26,114 55 36 19 113,20,26,6,19,7,13,39,var_0 counter_var_1 +,32,counter_var_0 var_1 +
1366,114 24 104 4 113,28,114 80 96 7 113,24,22,4,7,12,4,31,var_0 counter_var_1 +,26,counter_var_0 var_1 +
1367,114 34 73 73 113,16,114 5 4 78 113,5,5,11,16,4,4,21,var_0 counter_var_1 +,16,counter_var_0 var_1 +
1368,114 58 34 47 113,16,114 61 66 88 113,0,3,16,26,11,20,26,var_0 counter_var_1 +,19,counter_var_0 var_1 +
1369,114 16 21 49 113,34,114 91 4 78 113,16,4,18,16,21,4,32,var_0 counter_var_1 +,22,counter_var_0 var_1 +
1370,114 99 61 89 113,39,114 93 16 21 113,12,6,27,21,15,16,33,var_0 counter_var_1 +,33,counter_var_0 var_1 +
1371,114 14 14 33 113,16,114 72 86 94 113,14,14,2,1,14,17,15,var_0 counter_var_1 +,16,counter_var_0 var_1 +
1372,114 73 112 13 113,28,114 85 81 52 113,15,27,13,21,20,12,36,var_0 counter_var_1 +,40,counter_var_0 var_1 +
1373,114 108 91 106 113,34,114 87 73 73 113,21,0,13,11,22,4,32,var_0 counter_var_1 +,13,counter_var_0 var_1 +
1374,114 84 25 20 113,46,114 32 103 61 113,26,3,20,30,2,11,56,var_0 counter_var_1 +,23,counter_var_0 var_1 +
1375,114 21 105 111 113,39,114 13 39 36 113,21,13,18,5,13,16,26,var_0 counter_var_1 +,31,counter_var_0 var_1 +
1376,114 14 6 64 113,16,114 37 21 49 113,14,8,2,18,6,21,32,var_0 counter_var_1 +,10,counter_var_0 var_1 +
1377,114 13 12 83 113,34,114 107 46 87 113,13,20,21,25,12,0,38,var_0 counter_var_1 +,41,counter_var_0 var_1 +
1378,114 60 24 35 113,6,114 65 54 53 113,2,7,4,22,1,8,24,var_0 counter_var_1 +,11,counter_var_0 var_1 +
1379,114 43 86 94 113,15,114 30 89 29 113,14,1,1,29,17,20,43,var_0 counter_var_1 +,2,counter_var_0 var_1 +
